Ⅰ．論文（査読付き）	山肩洋子, 角所考, 美濃導彦, “呼称により指示された中間食材を同定するための画像認識モデルおよび呼称解釈法の提案,” 電子情報通信学会論文誌, Vol.J94-A, No.7, pp. 519-531, 2011.	
Ⅰ．論文（査読付き）	橋本敦史, 森直幸, 舩冨卓哉, 山肩洋子, 椋木雅之, 角所考, 美濃導彦, “把持の順序と外見の変化モデルを利用した調理作業における食材追跡,” 電子情報通信学会論文誌, Vol.J94-A, No.7, pp.509-518, 2011.	
Ⅰ．論文（査読付き）	山肩洋子, 西村竜一, 勝本道哲, 木村敏幸, “マルチチャネル球形スピーカアレーによる楽器放射指向性の再現,” 電子情報通信学会論文誌, Vol. J94-A, No. 4, pp. 233-242, 2011.	
Ⅰ．論文（査読付き）	Yoko Yamakata, Michiaki Katsumoto, Toshiyuki Kimura, “Directional Sound Radiation System Using a Large Planar Diaphragm Incorporating Multiple Vibrators,” IEICE transactions on Fundamentals of Electronic, Communications and Computer Sciences, Vol.E92-A, No.6, pp.1399-1407, 2009.	
Ⅰ．論文（査読付き）	Toshiyuki Kimura, Yoko Yamakata, Michiaki Katsumoto, Kazuhiko Kakehi, “Localization Model of Synthesized Sound Image Using Precedence Effect in Sound Field Reproduction Based on Wave Field Synthesis,” IEICE transactions on Fundamentals of Electronic, Communications and Computer Sciences, Vol.E91-A, No.6, pp.1310-1319, 2008.	
Ⅰ．論文（査読付き）	山肩洋子, 角所 考, 美濃導彦, “調理コンテンツの自動作成のためのレシピテキストと調理観測映像の対応付け,” 電子情報通信学会論文誌, Vol. J90-D No.10, pp.2817-2829, 2007.	
Ⅰ．論文（査読付き）	山肩洋子, 尾原秀登, 沢田篤史, 角所考, 美濃導彦, “食材に視覚的特徴変化を生じさせる加工における食材と加工動作の同時認識,” 電子情報通信学会論文誌, Vol.J90-D No.9 pp.2550-2561, 2007.	
Ⅰ．論文（査読付き）	長光左千男, 野田真樹子, 山肩洋子, 中村裕一, 美濃導彦, “ユーザの性格に応じた調理アドバイス文章の選択,” 情報処理学会論文誌 和文Ｄ, Vol.48 No.2 pp.701-710, 2007.	
Ⅰ．論文（査読付き）	Anca L. Ralescu, Dan A. Ralescu, and Yoko Yamakata, “Inference by Aggregation of Evidence with Applications to Fuzzy Probabilities,” Information Sciences, Vol. 177, Issue 2, pp. 378–387, 2007.	
Ⅰ．論文（査読付き）	山肩洋子, 河原達也, 奥乃博, 美濃導彦, “音声対話システムにおける物体指示のための信念ネットワークを用いた曖昧性の解消,” 人工知能学会誌 Vol.19, No.1 F, pp.47-56, 2004.	
Ⅱ．国際会議Proceedings	Shirai, Keisuke, et al.. "JFC-Recipe: A Dataset for Nutrient Estimation from Japanese User-Generated Cooking Recipes." Proceedings of the Fifteenth Language Resources and Evaluation Conference (LREC 2026), European Language Resources Association (ELRA), 2026, pp. 6349-6360. https://doi.org/10.63317/42sopxjrdzsf.	https://doi.org/10.63317/42sopxjrdzsf
Ⅱ．国際会議Proceedings	Jeonghun Baek, Tetsuro Yamazaki, Akimasa Morihata, Junichiro Mori, Yoko Yamakata, Kenjiro Taura, and Shigeru Chiba. 2026. LLM-Based Explainable Detection of LLM-Generated Code in Python Programming Courses. In Proceedings of the 57th ACM Technical Symposium on Computer Science Education V.1 (SIGCSE TS 2026), Vol. 1. Association for Computing Machinery, New York, NY, USA, 80–86. https://doi.org/10.1145/3770762.3772605	https://doi.org/10.1145/3770762.3772605
Ⅱ．国際会議Proceedings	Jeonghun Baek, Tetsuro Yamazaki, Akimasa Morihata, Junichiro Mori, Yoko Yamakata, Kenjiro Taura, and Shigeru Chiba. 2026. MaskingAgent: Preventing LLM Tutor from Providing Full Solutions in Python Programming Courses. In Proceedings of the 57th ACM Technical Symposium on Computer Science Education V.2 (SIGCSE TS 2026), Vol. 2. Association for Computing Machinery, New York, NY, USA, 1227–1228. https://doi.org/10.1145/3770761.3777255	
Ⅱ．国際会議Proceedings	Mashiro Toyooka, Kiyoharu Aizawa, Yoko Yamakata, "A Highly Clean Recipe Dataset with Ingredient States Annotation for State Probing Task," ACM Multimedia 2025, , pp. 748-756, https://doi.org/10.1145/3746027.3755771, 2025.	https://doi.org/10.1145/3746027.3755771
Ⅱ．国際会議Proceedings	Mitsuki Watanabe, Sosuke Amano, Kiyoharu Aizawa, Yoko Yamakata, "FoodLogAthl-218: Constructing a Real-World Food Image Dataset Using Dietary Management Applications," ACM Multimedia 2025, pp. 13206-13212, https://doi.org/10.1145/3746027.3758276, 2025.	https://doi.org/10.1145/3746027.3758276
Ⅱ．国際会議Proceedings	Satayu Parinayok, Shin'ichi Satoh, Kiyoharu Aizawa, Yoko Yamakata, "Redefining Image-to-Recipe Retrieval with Nutritional and Ingredient Similarity," IEEE International Conference on Multimedia & Expo 2025 (ICME2025), Nantes, France, from June 30 to July 4, https://doi.ieeecomputersociety.org/10.1109/ICME59968.2025.11209424, 2025.	https://doi.ieeecomputersociety.org/10.1109/ICME59968.2025.11209424
Ⅱ．国際会議Proceedings	Jeonghun Baek, Tetsuro Yamazaki, Akimasa Morihata, Junichiro Mori, Yoko Yamakata, Kenjiro Taura, and Shigeru Chiba. 2025. Leveraging LLM for Detecting and Explaining LLM-generated Code in Python Programming Courses. In Proceedings of the 56th ACM Technical Symposium on Computer Science Education V. 2 (SIGCSETS 2025). Association for Computing Machinery, New York, NY, USA, 1369–1370. https://doi.org/10.1145/3641555.3705212	https://doi.org/10.1145/3641555.3705212
Ⅱ．国際会議Proceedings	Yuki Imajuku, Yoko Yamakata, and Kiyoharu Aizawa. 2025. FoodMLLM-JP: Leveraging Multimodal Large Language Models for&nbsp;Japanese Recipe Generation. In MultiMedia Modeling: 31st International Conference on Multimedia Modeling, MMM 2025, Nara, Japan, January 8–10, 2025, Proceedings, Part I. Springer-Verlag, Berlin, Heidelberg, 401–414. https://doi.org/10.1007/978-981-96-2054-8_30	https://doi.org/10.1007/978-981-96-2054-8_30
Ⅱ．国際会議Proceedings	Yixin Zhang, Yoko Yamakata, and Keishi Tajima, "Adaptive Feature Inheritance and Thresholding for Ingredient Recognition in Multimedia Cooking Instructions," In Proceedings of the 6th ACM International Conference on Multimedia in Asia (MMAsia '24). Association for Computing Machinery, New York, NY, USA, Article 94, pp. 1–7. https://doi.org/10.1145/3696409.3700256, 2024	https://doi.org/10.1145/3696409.3700256
Ⅱ．国際会議Proceedings	Rina Kagawa, Masaki Matsubara, Rei Miyata, Takuya Matsuzaki, Yukino Baba and Yoko Yamakata, "An Experimental Framework for Designing Document Structure for Users’ Decision Making: An Empirical Study of Recipes," ICADL 2024. Lecture Notes in Computer Science, vol 15493. Springer, Singapore. https://doi.org/10.1007/978-981-96-0865-2_6, 2024.	https://doi.org/10.1007/978-981-96-0865-2_6
Ⅱ．国際会議Proceedings	Liangyu Wang, Yoko Yamakata, Ryoma Maeda, and Kiyoharu Aizawa, "Measure and Improve Your Food: Ingredient Estimation Based Nutrition Calculator," In Proceedings of the 32nd ACM International Conference on Multimedia (MM '24). Association for Computing Machinery, New York, NY, USA, pp. 11273–11275, https://doi.org/10.1145/3664647.3684997, 2024.	https://doi.org/10.1145/3664647.3684997
Ⅱ．国際会議Proceedings	Tetsuya Sasaoka, Yoko Yamakata, Keishi Tajima, "Search Result Presentation for Non-Native Language Documents Companion," Proc. of 29th ACM International Conference on Intelligent User Interfaces, pp.89-94, https://doi.org/10.1145/3640544.3645224, ACM Press, March 2024.	https://doi.org/10.1145/3640544.3645224
Ⅱ．国際会議Proceedings	Satayu Parinayok, Yoko Yamakata, and Kiyoharu Aizawa. 2023. Open-Vocabulary Segmentation Approach for Transformer-Based Food Nutrient Estimation. In Proceedings of the 5th ACM International Conference on Multimedia in Asia (MMAsia '23). Association for Computing Machinery, New York, NY, USA, Article 78, 1–7. https://doi.org/10.1145/3595916.3626452	https://doi.org/10.1145/3595916.3626452
Ⅱ．国際会議Proceedings	Liangyu Wang, Yoko Yamakata, and Kiyoharu Aizawa. 20243 Automatic Dataset Creation from User-generated Recipes for Ingredient-centric Food Image Analysis. In Proceedings of the 5th ACM International Conference on Multimedia in Asia (MMAsia '23). Association for Computing Machinery, New York, NY, USA, Article 101, 1–5. https://doi.org/10.1145/3595916.3626748	https://doi.org/10.1145/3595916.3626748
Ⅱ．国際会議Proceedings	Junbin Xiao, Yoko Yamakata, Takeshi Komai, Kazuyo Matsubae, "Utilization of Machine Learning for Satellite Image Analysis: the Land Use Change Induced by Copper Mining", 11th International Conference on Industrial Ecology (ISIE2023), Leiden, Netherland, 02 - 05 July 2023.	
Ⅱ．国際会議Proceedings	Ruide Li, Yoko Yamakata, and Keishi Tajima, "Active Learning Strategies Based on Text Informativeness," 2022 IEEE/WIC/ACM International Joint Conference on Web Intelligence and Intelligent Agent Technology (WI-IAT), Niagara Falls, ON, Canada, 2022, pp. 32-39, doi: 10.1109/WI-IAT55865.2022.00015.	
Ⅱ．国際会議Proceedings	Yoko Yamakata, Akihisa Ishino, Akiko Sunto, Sosuke Amano, Kiyoharu Aizawa, "Recipe-oriented Food Logging for Nutritional Management", ACM Multimedia, pp. 6898–6904, doi: https://doi.org/10.1145/3503161.3549203, October 2022. [pdf]	https://doi.org/10.1145/3503161.3549203 https://dl.acm.org/doi/abs/10.1145/3503161.3549203
Ⅱ．国際会議Proceedings	Kei Nakamoto, Sosuke Amano, Hiroaki Karasawa, Yoko Yamakata, Kiyoharu Aizawa, "Prediction of mental state from food images," International Workshop on Multimedia for Cooking, Eating, and related APPlications in conjunction with ACMMM2022 (CEA++22), pp. 21–28, https://doi.org/10.1145/3552485.3554937, 2022.	https://doi.org/10.1145/3552485.3554937
Ⅱ．国際会議Proceedings	Rina Kagawa, Rei Miyata, Yoko Yamakata, ""Comparable Recipes": A construction and analysis of a dataset of recipes described by different people for the same dish", International Workshop on Multimedia for Cooking, Eating, and related APPlications in conjunction with ACMMM2022 (CEA++22), Short paper, pp. 41–44, https://doi.org/10.1145/3552485.3554936, 2022.	https://doi.org/10.1145/3552485.3554936
Ⅱ．国際会議Proceedings	Yixin Zhang, Yoko Yamakata, Keishi Tajima, "MIAIS: A Multimedia Recipe Dataset with Ingredient Annotation at Each Instructional Step", International Workshop on Multimedia for Cooking, Eating, and related APPlications in conjunction with ACMMM2022 (CEA++22), Short paper, pp. 49–52, https://doi.org/10.1145/3552485.3554938, 2022.	https://doi.org/10.1145/3552485.3554938
Ⅱ．国際会議Proceedings	Akihisa Ishino, Yoko Yamakata, Kiyoharu Aizawa, "Recipe Recording by Duplicating and Editing Standard Recipe," International Workshop on Multimedia for Cooking, Eating, and related APPlications in conjunction with ACMMM2022 (CEA++22), Short paper, pp. 37–40https://doi.org/10.1145/3552485.3554942, 2022.	https://doi.org/10.1145/3552485.3554942
Ⅱ．国際会議Proceedings	Yixin Zhang, Yoko Yamakata, and Keishi Tajima, "MIRecipe: A Recipe Dataset for Stage-Aware Recognition of Changes in Appearance of Ingredients," in ACM Multimedia Asia (MMAsia '21), Article 16, 1–7. DOI:https://doi.org/10.1145/3469877.3490596, 2021. [Web]	https://doi.org/10.1145/3469877.3490596 https://dl.acm.org/doi/10.1145/3469877.3490596
Ⅱ．国際会議Proceedings	Jiafeng Mao, Qing Yu, Yoko Yamakata and Kiyoharu Aizawa, "Noisy Annotation Refinement for Object Detection", British Machine Vision Conference (BMVC), 2021.	
Ⅱ．国際会議Proceedings	Seum Kim, Yoko Yamakata, and Kiyoharu Aizawa, "Boosting Personalized Food Image Classifier by Sharing Food Records", ACM Multimedia Workshop on CEA (CEA '21), pp. 29–32. DOI:https://doi.org/10.1145/3463947.3469238, 2021.	https://doi.org/10.1145/3463947.3469238
Ⅱ．国際会議Proceedings	Ali Rostami, Zhouhang Xie, Akihisa Ishino, Yoko Yamakata, Kiyoharu Aizawa, and Ramesh Jain, "World Food Atlas Project," ACM Multimedia Workshop on CEA (CEA '21), pp. 33–36. DOI:https://doi.org/10.1145/3463947.3469235, 2021.	https://doi.org/10.1145/3463947.3469235
Ⅱ．国際会議Proceedings	Akihisa Ishino, Yoko Yamakata, Hiroaki Karasawa and Kiyoharu Aizawa, "RecipeLog: Recipe Authoring App for Accurate Food Recording", ACM Multimedia 2021, Technical Demo, pp. 2798-2800, 2021.	
Ⅱ．国際会議Proceedings	Yixin Zhang, Yoko Yamakata, Keishi Tajima, "Supplementing Omitted Named Entities in Cooking Procedural Text with Attached Images", IEEE 4th International Conference on Multimedia Information Processing and Retrieval (MIPR2021), pp. 199-205, doi: 10.1109/MIPR51284.2021.00037., 2021. [Web]	https://mipr2021.org/pages/program/
Ⅱ．国際会議Proceedings	Yoko Yamakata, Shinsuke Mori and John Carroll, “English Recipe Flow Graph Corpus”, International Conference on Language Resources and Evaluation (LREC), pp. 5187–5194 , 2020 [Web]	https://www.aclweb.org/anthology/2020.lrec-1.638/
Ⅱ．国際会議Proceedings	Taichi Nishimura, Suzushi Tomori, Hayato Hashimoto, Atsushi Hashimoto, Yoko Yamakata, Jun Harashima, Yoshitaka Ushiku and Shinsuke Mori, “Visual Grounding Annotation of Recipe Flow Graph”, International Conference on Language Resources and Evaluation (LREC), pp. 4275–4284, 2020 [Web]	https://www.aclweb.org/anthology/2020.lrec-1.527/
Ⅱ．国際会議Proceedings	Taichi Nishimura Atsushi Hashimoto, Yoko Yamakata, Shinsuke Mori, “Frame Selection for Producing Recipe with Pictures from an Execution Video of a Recipe”, CEA, pp 9–16 , 2019. (Best Paper Award)	
Ⅱ．国際会議Proceedings	Yixin Zhang, Yoko Yamakata, Keishi Tajima, “Categorization of Cooking Actions Based on Visual Similarity”, ACM Multimedia Workshop MADiMa, Pages 42–49, 2019. [Web]	https://dl.acm.org/doi/10.1145/3347448.3357165
Ⅱ．国際会議Proceedings	Yoko Yamakata, Keishi Tajima, and Shinsuke Mori, "A Case Study on Start-up of Dataset Construction: In Case of Recipe Named Entity Corpus ", The Second IEEE Workshop on Human-in-the-loop Methods and Human Machine Collaboration in BigData (IEEE HMData2018) co-located with IEEE Bigdata 2018 Seattle, Dec. 10th	
Ⅱ．国際会議Proceedings	Yuji Goda, Sosuke Amano, Yoko Yamakata, Kiyoharu Aizawa, "Bag-of-foods: analysis of personal foodlogging data", IJCAI Joint Workshop on Multimedia for Cooking and Eating Activities and Multimedia Assisted Dietary Management, pp.63-66, July 15 - 15, 2018, Stockholm, Sweden	
Ⅱ．国際会議Proceedings	Yoko Yamakata, Eiji Yamasue, Benjamin McLellan, Kiyoharu Aizawa, "Resource intensity for menu items: how much land is required to provide for each dish?", IJCAI Joint Workshop on Multimedia for Cooking and Eating Activities and Multimedia Assisted Dietary Management, pp.15-20, July 15 - 15, 2018, Stockholm, Sweden	
Ⅱ．国際会議Proceedings	Yoko Yamakata, Shinsuke Mori, John Carroll, "A Comparison of Cooking Recipe Named Entities between Japanese and English," 9th Workshop on Multimedia for Cooking and Eating Activities (CEA2017), 2017 (CEA2017 Best Paper Award). 査読有り	
Ⅱ．国際会議Proceedings	Yoko Yamakata, Shinji Imahori, Hirokuni Maeta, Shinsuke Mori, "A Method for Extracting Major Workflow composed of Ingredients, Tools, and Actions from Cooking Procedural Text," 8th Workshop on Multimediafor Cooking and Eating Activities (CEA2016), 2016. 査読有り	
Ⅱ．国際会議Proceedings	Atsushi Hashimoto, Jun Harashima, Yoko Yamakata, Shinsuke Mori, "Design in Everyday Cooking: Challenges for Assisting with Menu Planning and Food Preparation, HCII, the 18th International Conference on Human-Computer Interaction, 2016.	
Ⅱ．国際会議Proceedings	Shinji Imahori, Shizuka Kawade, Yoko Yamakata, "Escher-Like Tilings with Weights," 18th Japan Conference on Discrete and Computational Geometry and Graphs, 2015. 査読有り	
Ⅱ．国際会議Proceedings	Takuya Kadowaki, Yoko Yamakata, Katsumi Tanaka, "Situation-Based Food Recommendation for Yielding Good Results,”7th Workshop on Multimediafor Cooking and Eating Activities (CEA2015), Full presentation, proc. of ICME2015, 2015. (CEA2015 Recognition of merit) 査読有り	
Ⅱ．国際会議Proceedings	Tetsuro Sasada, Shinsuke Mori, Tatsuya Kawahara and Yoko Yamakata, "Named Entity Recognizer Trainable from Partially Annotated Data," The 2015 Conference of the Pacific Association for Computational Linguistics (PACLING), 2015. 査読あり	
Ⅱ．国際会議Proceedings	Takuya Kadowaki, Yoko Yamakata, Shinsuke Mori, Katsumi Tanaka, “Recipe Search for Blog-type Recipe Articles Based on a User’s Situation,” Workshop on Smart Technology for Cooking and Eating Activities (CEA2014), Full paper, UbiComp '14 Adjunct Proceedings, pp. 497-506, 2014. 査読有り	
Ⅱ．国際会議Proceedings	Yoko Yamakata, Asuka Miyazawa, Atsushi Hashimoto, Takuya Funatomi, Michihiko Minoh, “A Method for Detecting Gaze-required action while Cooking for Assisting Video Communication,” Workshop on Smart Technology for Cooking and Eating Activities (CEA2014), Short paper, UbiComp '14 Adjunct Proceedings, pp. 577-582, 2014. 査読有り	
Ⅱ．国際会議Proceedings	Atsushi Hashimoto, Tetsuro Sasada, Yoko Yamakata, Shinsuke Mori, Michihiko Minoh, “KUSK Dataset: Toward a Direct Understanding of Recipe Text and Human Cooking Activity,“ Workshop on Smart Technology for Cooking and Eating Activities (CEA2014), Short paper, UbiComp '14 Adjunct Proceedings, pp. 583-588, 2014. 査読有り.	
Ⅱ．国際会議Proceedings	Shinsuke Mori, Hirokuni Maeta, Tetsuro Sasada, Koichiro Yoshino, Atsushi Hashimoto, Takuya Funatomi and Yoko Yamakata, “FlowGraph2Text: Automatic Sentence Skeleton Compilation for Procedural Text Generation,” INLG14, pp. 118-122, 2014. 査読有り	
Ⅱ．国際会議Proceedings	Shinsuke Mori, Hirokuni Maeta, Yoko Yamakata, Tetsuro Sasada, “Flow Graph Corpus from Recipe Texts,” The International Conference on Language Resources and Evaluation Conference (LREC2014), pp.2370-2377 2014. 査読有り	
Ⅱ．国際会議Proceedings	Yoko Yamakata, Shinji Imahori, Yuichi Sugiyama, Shinsuke Mori, and Katsumi Tanaka, “Feature Extraction and Summarization of Recipes Using Flow Graph,” SocInfo 2013, LNCS 8238, pp. 241–254, 2013. 査読有り (Full paper 採択率22%)	
Ⅱ．国際会議Proceedings	R. López-García, M.P. Kato, Y. Yamakata, K. Tanaka, “How do Students Search during Class and Homework? - A query log analysis for academic purposes,” SocInfo2013, LNCS8238, pp.457-466, 2013. 査読有り	
Ⅱ．国際会議Proceedings	Shinsuke Mori, Tetsutro Sasada, Yoko Yamakata, Koichiro Yoshino, “A Machine Learning Approach to Recipe Text Processing,” Cooking with Computers Workshop, pp.1-6, 2012. 査読有り	
Ⅱ．国際会議Proceedings	Hidenori Tsuji, Yoko Yamakata, Takuya Funatomi, Hiromi Hiramatsu, Shinsuke Mori, “IwaCam: a Multimedia Processing Platform for Supporting Video-Based Cooking Communication,” International Conference on Future Generation Communication Technology, pp.109-116, 2012. 査読有り	
Ⅱ．国際会議Proceedings	Atsushi Hashimoto, Jin Inoue, Kazuaki Nakamura, Takuya Funatomi, Mayumi Ueda, Yoko Yamakata, Michihiko Minoh, “Recognizing Ingredients at Cutting Process by Integrating Multimodal Features,” Proceedings of the ACM Multimedia 2012 Workshop on Multimedia for Cooking and Eating Activities, pp.12-18, 2012. (CEA’12 Best Paper Award) 査読有り	
Ⅱ．国際会議Proceedings	Yoko Yamakata, Yoshiki Tsuchimoto, Atsushi Hashimoto, Takuya Funatomi, Mayumi Ueda, Michihiko Minoh, “Cooking Ingredient Recognition based on the Load on a Chopping Board during Cutting,” 3rd Workshop on Multimedia for Cooking and Eating Activities (CEA2011), in conjunction with the IEEE International Symposium on Multimedia, pp. 381-386, 2011. 査読有り	
Ⅱ．国際会議Proceedings	Toshiyuki Kimura, Yoko Yamakata, Michiaki Katsumoto, “Comparative Performance Evaluation of Near 3D Sound Field Reproduction System with Directional Loudspeakers and Wave Field Synthesis” 4th International Universal Communication Symposium (IUCS2010), pp. 221-228, 2010. 査読有り	
Ⅱ．国際会議Proceedings	Yoko Yamakata, Koh Kakusho, Michihiko Minoh, “Object Recognition based on Object’s Identity for Cooking Recognition Task,” 2nd Workshop on Multimedia for Cooking and Eating Activities (CEA2010), in conjunction with the IEEE International Symposium on Multimedia, pp.278-283, 2010. 査読有り	
Ⅱ．国際会議Proceedings	Toshiyuki Kimura, Munenori Naoe, Yoko Yamakata Michiaki Katsumoto, “Subjective Effect of Synthesis Conditions in 3D Sound Field Reproduction System Using a Few Transducers and Wave Field Synthesis,” 3rd International Universal Communication Symposium (IUCS2009), No. 8-4, pp. 215-220, 2009. 査読有り	
Ⅱ．国際会議Proceedings	Yoko Yamakata, Takuya Funatomi, Koh Kakusho, Michihiko Minoh, “A Study of Object Naming According to the Manufacturing Processes in a Cooking Activity,” Proceedings of the ACM Multimedia 2009, Workshop on Multimedia for Cooking and Eating Activities (CEA2009), pp.1-8, 2009. 査読有り	
Ⅱ．国際会議Proceedings	Toshiyuki Kimura, Yoko Yamakata, Michiaki Katsumoto, Takuma Okamoto, Satoshi Yairi, Yukio Iwaya, Yoichi Suzuki, “Development of Real System in Near 3D Sound Field Reproduction System Using Directional Loudspeakers and Wave Field Synthesis,” 10th Western Pacific Acoustics Conference (WESPAC X 2009), No.0164, pp.1-6, 2009. 査読有り	
Ⅱ．国際会議Proceedings	Michiaki Katsumoto, Yoko Yamakata Toshiyuki Kimura, “A Novel 3D Audio Display System Using Radiated Loudspeaker for Future 3D Multimodal Communications,” Proceedings on 3DTV-Conference, No.104, pp.1-4, 2009. 査読有り	
Ⅱ．国際会議Proceedings	Yoko Yamakata, Michiaki Katsumoto Toshiyuki Kimura, “Design of Large Planar Diaphragm Incorporating Multiple Vibrators for Sound Directivity Control via FEM and BEM,” IEEE International Conference on Acoustics, Speech, and Signal Processing (ICASSP), No.AE-P4.10, pp.277-280, 2009. 査読有り (採択率46%)	
Ⅱ．国際会議Proceedings	Munenori Naoe, Toshiyuki Kimura, Yoko Yamakata, Michiaki Katsumoto, “Performance Evaluation of 3D Sound Field Reproduction System Using a Few Loudspeakers and Wave Field Synthesis,” Proceedings of Second International Symposium on Universal Communication (ISUC 2008), No.2-2, pp.36-41, 2008. 査読有り	
Ⅱ．国際会議Proceedings	Yoko Yamakata, Michiaki Katsumoto, Toshiyuki Kimura, “Touch, Watch, and Listen to the Sound; Visualized Two-dimensional Plane Vibration and its Sound,” ACM SIGGRAPH2008, Interaction-Poster, Article No. 100, 2008. 査読有り	
